name,screen_name,followers_count,friends_count,lang,location,occupation,profile_image_url,url,updated_at
Luke Bryan,lukebryan,9401950,10458,en,"Nashville, TN",Country musician,http://pbs.twimg.com/profile_images/1318221960908804097/nw19JW04_normal.jpg,https://linktr.ee/LukeBryan,2022-05-12 14:50:09
Daniel Padilla,imdanielpadilla,9194288,671,tl,,Pop musician,http://pbs.twimg.com/profile_images/897432578449326081/wzZPNmwt_normal.jpg,,2022-05-12 00:50:39
Samuel L. Jackson,SamuelLJackson,8947328,863,en,,K-pop musician,http://pbs.twimg.com/profile_images/742877069793742848/c0Ec2mTU_normal.jpg,http://samuelljackson.com,2022-05-12 05:50:44
Chennai Super Kings,ChennaiIPL,8639656,496,en,"Chepauk, Chennai",K-pop musician,http://pbs.twimg.com/profile_images/1474945699988979715/nuj9cPxC_normal.jpg,https://www.chennaisuperkings.com/CSK_WEB/assets/CSK2022Schedule.pdf,2022-05-12 14:12:18
G-DRAGON,IBGDRGN,8605670,8,,MADEINKOREA,K-pop musician,http://pbs.twimg.com/profile_images/931912095402045442/mX8k0lSG_normal.jpg,"http://ygbigbang.com/GDRAGON,http://youtube.com/officialGDRAGON,http://www.facebook.com/GDRAGON,http://WWW.PEACEMINUSONE.COM",2022-05-12 12:51:18
Carrie Underwood,carrieunderwood,8250920,454,en,"Nashville, TN",Country musician,http://pbs.twimg.com/profile_images/1512287092579221512/lH5rqw7T_normal.jpg,http://carrieunderwoodofficial.com,2022-05-12 12:50:25
BLACKPINK GLOBAL BLINK,ygofficialblink,8113348,9,,,Pop musician,http://pbs.twimg.com/profile_images/878207363269836801/hYvfoMgn_normal.jpg,http://blackpinkofficial.com,2022-05-12 08:50:29
Hamza Namira,HamzaNamira,7992335,107,,"London, England",,http://pbs.twimg.com/profile_images/1336356910229053441/b6ouRJqn_normal.jpg,"http://hamzanamira.net,http://fb.com/hamzanamira",2022-05-05 13:50:20
Amr Waked,amrwaked,7338350,474,ar,,,http://pbs.twimg.com/profile_images/1439593333718913026/Mut0fQuL_normal.jpg,"http://imdb.com/name/nm0906756/,https://soundcloud.com/user-285049717",2022-05-09 12:50:21
Lucas Olioti,t3ddyyyyy,7226018,295,pt,,K-pop musician,http://pbs.twimg.com/profile_images/1329468897708429312/Q_-vDKIS_normal.jpg,http://youtube.com/t3ddy,2022-05-05 21:50:28
Shreya Ghoshal,shreyaghoshal,7203622,636,,"Mumbai, India",Bollywood musician,http://pbs.twimg.com/profile_images/1422132473924784135/V_QWeu3Q_normal.jpg,http://www.shreyaghoshal.com,2022-05-12 08:50:20
Lorde,lorde,7188452,98,,,Pop musician,http://pbs.twimg.com/profile_images/1407863749575286784/RM37lsjW_normal.jpg,http://www.lorde.co.nz,2022-05-12 05:50:24
Baekhyun_EXO,B_hundred_Hyun,7156776,5,ko,대한민국 서울,K-pop musician,http://pbs.twimg.com/profile_images/1000217117600366592/mDHxq24y_normal.jpg,,2022-05-11 16:51:33
Calum Hood,Calum5SOS,7079141,14576,en,"Sydney, Australia",Pop musician,http://pbs.twimg.com/profile_images/1501762622051340293/G9xmOn6i_normal.jpg,https://5sos.lnk.to/CompleteMess,2022-05-12 00:50:48
Miranda Lambert,mirandalambert,6803077,245,en,USA,Country musician,http://pbs.twimg.com/profile_images/1501926876029366273/iUN654hJ_normal.jpg,"http://www.mirandalambert.com,http://ml.lnk.to/palomino",2022-05-10 10:50:49
Allu Arjun,alluarjun,6775865,,,ᎻᎩᎴᏋᖇᎯᏰᎯᎠ ,K-pop musician,http://pbs.twimg.com/profile_images/1352477981965312000/9v6Xjvnf_normal.jpg,,2022-05-12 12:50:48
billie eilish,billieeilish,6740915,,en,,Alternative musician,http://pbs.twimg.com/profile_images/1387065127208247299/bni08CVZ_normal.jpg,"http://Instagram.com/billieeilish,https://billieeilish.lnk.to/HappierThanEver",2022-05-12 13:51:38
Prince Royce,PrinceRoyce,6609398,307,es,"Bronx, New York",R&B and soul musician,http://pbs.twimg.com/profile_images/1465019586638667779/BIv8GQH5_normal.jpg,https://linktr.ee/princeroyce,2022-05-11 13:51:17
Ajinkya Rahane,ajinkyarahane88,6597803,88,en,Mumbai,K-pop musician,http://pbs.twimg.com/profile_images/1280569799068663810/m7JOU11h_normal.jpg,https://instagram.com/ajinkyarahane?igshid=k8pbi39z44fw,2022-05-12 10:50:46
Burna Boy,burnaboy,6556916,1027,en,OUTSIDE,Afrobeats musician,http://pbs.twimg.com/profile_images/1507540376961302528/qekjMVMN_normal.jpg,http://onaspaceship.com,2022-05-12 04:50:47
Rita Ora,RitaOra,6534363,1681,en,London,Pop musician,http://pbs.twimg.com/profile_images/1446521481098403876/bVnS33ye_normal.jpg,http://bit.ly/RitaHarpersAUS,2022-05-12 11:50:45
SZA,sza,6382663,516,en,gone fish'n #TDE,R&B and soul musician,http://pbs.twimg.com/profile_images/1350510916547186689/Ay8iuYgb_normal.jpg,"https://smarturl.it/SZAIHateU,http://topdawgent.com",2022-05-12 09:50:54
Guns N' Roses,gunsnroses,6361557,43,en,,K-pop musician,http://pbs.twimg.com/profile_images/1404438180305248259/2zyatkDX_normal.jpg,"http://gunsnroses.com,https://gunsnroses.lnk.to/HardSkool",2022-05-11 22:51:00
Joyce Meyer,JoyceMeyer,6353410,167,en,"St. Louis, MO",K-pop musician,http://pbs.twimg.com/profile_images/1171432491711750145/Lg-6-tXx_normal.jpg,http://joycemeyer.org/LoveLife22,2022-05-11 16:50:33
Ashton Irwin,Ashton5SOS,6287720,9797,en,He/Him,Pop musician,http://pbs.twimg.com/profile_images/1522888478178095106/GYb-m7OX_normal.jpg,http://www.5sos.com,2022-05-09 18:11:08
Luisana Lopilato,lulopilato,6026442,105,,"Buenos Aires, Argentina",K-pop musician,http://pbs.twimg.com/profile_images/1006140620824555520/kNEB_MQ__normal.jpg,http://www.youtube.com/LuLopilatoOficial,2022-05-12 02:50:50
Mubasher Lucman,mubasherlucman,5940410,13,en,Pakistan,Pop musician,http://pbs.twimg.com/profile_images/989006022688890880/jYdRH5HX_normal.jpg,http://www.lucman.tv,2022-04-30 05:13:24
Sandara Park,krungy21,5878219,189,in,,K-pop musician,http://pbs.twimg.com/profile_images/1516222011747762178/T0veaN2u_normal.jpg,http://bit.ly/DARATV,2022-05-12 07:51:02
DILJIT DOSANJH,diljitdosanjh,5510366,107,en,PUNJAB ,Bollywood musician,http://pbs.twimg.com/profile_images/1111236736334614529/4JOk7VUl_normal.jpg,,2022-05-12 08:50:20
Dolly Parton,DollyParton,5452114,45,en,"Nashville, Tennessee",Country musician,http://pbs.twimg.com/profile_images/1343933039588597764/7L-rfWS1_normal.jpg,https://linktr.ee/dollyparton,2022-05-12 01:50:23
Olamidé,Olamide,5257202,1940,en,🇳🇬,Afrobeats musician,http://pbs.twimg.com/profile_images/1489279854919008260/GQGrKqiN_normal.jpg,https://music.apple.com/gb/album/peru/1600505534?i=1600505537,2022-05-11 08:50:59
Tiwa Savage ⚔️,TiwaSavage,5245680,2744,en,,Afrobeats musician,http://pbs.twimg.com/profile_images/1427355051304030208/uwrEQ10w_normal.jpg,http://www.everythingsavage.com,2022-05-11 08:50:59
Lord Sugar,Lord_Sugar,5208235,3105,en,,K-pop musician,http://pbs.twimg.com/profile_images/608268247830564864/QgTKTWN7_normal.jpg,http://instagram.com/lord_sugar/,2022-05-12 02:51:15
Yesung,shfly3424,5116289,2,,Korea,K-pop musician,http://pbs.twimg.com/profile_images/1476166072466554882/qurkf37c_normal.jpg,"http://yesung.smtown.com,https://youtu.be/SNVxS7DPADI,https://youtu.be/sH0jdWpPv7o,https://youtu.be/tXYc1_Dp6Ww,https://youtu.be/lzTAdIAneKA",2022-05-11 13:50:50
GloboNews,GloboNews,5106133,125,pt,Brasil,K-pop musician,http://pbs.twimg.com/profile_images/1459484193910624260/jd8_KII-_normal.png,http://g1.com.br/globonews,2022-05-12 10:50:27
FAKTA WOW & BERITA INDONESIA,WOWFAKTA,5043176,10,,TwitterLand Indonesia,K-pop musician,http://pbs.twimg.com/profile_images/1427795589907972098/vt7oZsw1_normal.jpg,https://linktr.ee/wowfakta,2022-05-10 18:51:11
Nicole Scherzinger,NicoleScherzy,5042856,341,en,"Los Angeles, CA",Pop musician,http://pbs.twimg.com/profile_images/1300549689058578432/28u7QxYl_normal.jpg,https://pussycatdolls.lnk.to/React,2022-05-12 07:51:10
Khalid,thegreatkhalid,4973943,1314,en,"El Paso, Texas ",R&B and soul musician,http://pbs.twimg.com/profile_images/1511399714465320961/27TW07oF_normal.jpg,https://khalid.lnk.to/Skyline,2022-05-11 13:51:08
Simi,SympLySimi,4622083,2678,tl,,Afrobeats musician,http://pbs.twimg.com/profile_images/1494698571580518402/Dbdcorlj_normal.jpg,https://simi.ffm.to/sare,2022-05-11 21:50:33
T.D. Jakes,BishopJakes,4582126,225,en,"Dallas, Texas",K-pop musician,http://pbs.twimg.com/profile_images/1125934024365621248/mISMxKbU_normal.jpg,https://solo.to/bishopjakes,2022-05-12 09:50:57
Janet Jackson,JanetJackson,3972282,90,en,Los Angeles,Pop musician,http://pbs.twimg.com/profile_images/1226895839433576450/oGBTkdLU_normal.jpg,https://ffm.bio/janetjackson,2022-05-11 16:11:44
Sunidhi Chauhan,SunidhiChauhan5,3952730,228,en,India,Bollywood musician,http://pbs.twimg.com/profile_images/1511942581906599936/_lNl3occ_normal.jpg,,2022-05-09 16:51:15
Peter Okoye MrP,PeterPsquare,3932316,2995,en,All Around The World,,http://pbs.twimg.com/profile_images/1521563775043878912/OR5tmn_O_normal.jpg,https://mrp.ffm.to/theprodigal,2022-05-12 09:50:57
Wendy’s,Wendys,3896430,444,en,,K-pop musician,http://pbs.twimg.com/profile_images/1517170584953798656/vX2FTrOk_normal.jpg,https://discord.gg/wendys,2022-05-11 18:50:49
Keshav Prasad Maurya,kpmaurya1,3861334,267,hi,"लखनऊ, भारत",Pop musician,http://pbs.twimg.com/profile_images/1118360352662720514/edHwtXK-_normal.png,http://www.keshavprasadmaurya.com,2022-05-12 01:12:21
Lay Zhang,layzhang,3747633,14,en,,K-pop musician and actor,http://pbs.twimg.com/profile_images/1012929335664173056/Xv5dX8-I_normal.jpg,https://orcd.co/lay_jiu,2022-05-11 16:51:33
Jason Aldean,Jason_Aldean,3738440,129,en,"Nashville, TN",Country musician,http://pbs.twimg.com/profile_images/1442578122851827712/Y_YF_7y__normal.jpg,"http://www.jasonaldean.com,http://jasonaldean.lnk.to/georgiaTW",2022-05-12 13:51:06
Prof Yemi Osinbajo,ProfOsinbajo,3713117,54,en,,K-pop musician,http://pbs.twimg.com/profile_images/1160567667574677505/VcYeM9xh_normal.jpg,http://www.yemiosinbajo.ng,2022-05-11 16:50:21
PATORANKING,patorankingfire,3712874,1002,en,BLACK GIRL MAGIC,Reggae musician,http://pbs.twimg.com/profile_images/1431270115476135939/8R6pWkJN_normal.jpg,https://youtu.be/QQ8NW322hyM,2022-05-12 08:11:04
4436 OUT NOW,Boity,3683564,2717,en,South Africa,,http://pbs.twimg.com/profile_images/1515379788977946629/Rt7VoAWl_normal.jpg,http://Boity.lnk.to/4436,2022-05-11 21:50:35
D'banj D Kokomaster,iamdbanj,3649807,2362,en,CREAM VILLE ,Afrobeats musician,http://pbs.twimg.com/profile_images/1405567316214026242/8XXXyWic_normal.jpg,https://orcd.co/dbanjbanga,2022-05-11 16:50:21
Liam Gallagher,liamgallagher,3589800,,en,PUB,Alternative musician,http://pbs.twimg.com/profile_images/970644649013665793/aKUB79Yd_normal.jpg,http://liamgallagher.com,2022-05-12 14:50:07
Felix Siauw,felixsiauw,3370967,242,,member of @alfatihstudios,K-pop musician,http://pbs.twimg.com/profile_images/460055860752814080/Eq8gOJvi_normal.jpeg,http://www.felixsiauw.com,2022-05-12 12:50:34
Fireboy DML,fireboydml,3352778,89,en,"Lagos, Nigeria",Afrobeats musician,http://pbs.twimg.com/profile_images/1502145452912742404/Fuxcc9SJ_normal.jpg,https://music.empi.re/playboy,2022-05-11 14:50:25
Charlie Puth,charlieputh,3328090,1600,en,,Pop musician,http://pbs.twimg.com/profile_images/1484912807363579907/N4fSfmT__normal.jpg,http://charlieputh.lnk.to/ThatsHilarious,2022-05-11 16:50:52
Wilbur Soot,WilburSoot,3290793,526,en,He/Him,Digital creator,http://pbs.twimg.com/profile_images/1293692544409362432/vXe5yYzN_normal.jpg,"https://www.youtube.com/c/WilburPlays,http://twitch.tv/wilbursoot",2022-05-12 04:50:56
#ONELOVERELIGION #UNWASHTHEBRAINWASH #OPENYOUREYES,official2baba,3236378,4268,,Nigeria,,http://pbs.twimg.com/profile_images/811193888090312704/n4EFLj2b_normal.jpg,https://linktr.ee/official2baba,2022-05-11 09:50:21
SHATTA WALE,shattawalegh,3229637,836,en,A GHANA MI SEH,Dancehall musician,http://pbs.twimg.com/profile_images/1499385416616747008/SO7BPA4H_normal.jpg,https://youtu.be/8v5KcjxHRss,2022-05-12 14:50:11
Senator Dino Melaye. (SDM),dino_melaye,3203861,1,,Abuja,K-pop musician,http://pbs.twimg.com/profile_images/1483957593517273089/dTO1GLzl_normal.jpg,http://www.senatordinomelaye.com,2022-04-22 12:51:12
REMA,heisrema,3103928,119,en,,Afrobeats musician,http://pbs.twimg.com/profile_images/1520687382550491136/E1Fgolqi_normal.jpg,https://youtu.be/Dw9VhFMOIIY,2022-05-11 15:51:13
taehyung pics⚡️,taehyungpic,2976594,29,,130613 ,K-pop musician,http://pbs.twimg.com/profile_images/1510456828601462790/JgnHuVRR_normal.jpg,"https://www.twitter.com/EHEHvocal,https://instagram.com/thv",2022-05-11 22:50:58
Joey Barton,Joey7Barton,2900673,850,en,,Afrobeats musician,http://pbs.twimg.com/profile_images/1251868269931356160/FHkUd7mR_normal.jpg,http://www.joeybarton.com,2022-05-11 00:51:05
BADSHAH,Its_Badshah,2855015,130,,0172,Punjabi musician,http://pbs.twimg.com/profile_images/1515717819190882306/mMfuzi5y_normal.jpg,,2022-05-12 11:50:56
JUJUTSU KAISEN,Jujutsu_Kaisen_,2808930,23,en,,K-pop musician,http://pbs.twimg.com/profile_images/1305610142319173632/eX2eFuU0_normal.jpg,http://got.cr/jujutsu-kaisen-tw,2022-05-06 03:50:27
Madonna,Madonna,2765136,54,en,,Pop musician,http://pbs.twimg.com/profile_images/1507182617195601921/aikHGv7A_normal.jpg,http://linktr.ee/madonna,2022-05-11 19:50:41
Ally Brooke,AllyBrooke,2729971,8118,en,"Los Angeles, CA",Pop musician,http://pbs.twimg.com/profile_images/1507056101472174081/-3Z67CrT_normal.jpg,https://open.spotify.com/album/6trCxrKOwHCax3lOcRB2dg?si=awgaSJOKR2a3Bv2pYN3hNA,2022-05-12 12:50:25
Gwen Stefani,gwenstefani,2708182,1100,en,,Pop musician,http://pbs.twimg.com/profile_images/1479248866558021636/SYFqSvpc_normal.jpg,https://linktr.ee/gwenstefani,2022-05-11 10:50:59
Bobby Flay,bflay,2618281,338,,New York City,K-pop musician,http://pbs.twimg.com/profile_images/442966957214932992/UqbHZE72_normal.jpeg,http://bobbyflay.com,2022-05-08 17:50:37
NATTI NATASHA 👸🏻,NattiNatasha,2548691,559,es,Worldwide ,Pop and reggaeton musician,http://pbs.twimg.com/profile_images/1510107382432604166/RP-G3fHA_normal.jpg,https://NattiNat.lnk.to/WOWBB,2022-05-11 13:51:17
Titi Radjo Padmaja,TitiRadjoPdmaja,2541381,301,,in your heart,,http://pbs.twimg.com/profile_images/1419944573728526338/jgssxCiN_normal.jpg,https://linktr.ee/LEAVEANDGOODBYE,2022-05-07 05:50:59
Wande Coal,wandecoal,2501885,4659,,Nigeria,Afrobeats musician,http://pbs.twimg.com/profile_images/1453485334344372227/kc1FrcPC_normal.jpg,"https://music.empi.re/comemyway,https://youtu.be/w7pqX9MDgPQ",2022-05-11 17:51:23
Michael Jackson,michaeljackson,2342169,,en,"New York, NY USA",Pop musician,http://pbs.twimg.com/profile_images/556179314660478976/l_MadSiU_normal.jpeg,http://www.michaeljackson.com,2022-05-12 10:50:35
ADAM LAMBERT,adamlambert,2326448,1373,en,West Hollywood & WORLDWIDE,Pop musician,http://pbs.twimg.com/profile_images/1492669464541896706/Hb1izS6O_normal.jpg,"https://adamlambert.net,http://www.adamlambert.net,https://vm.tiktok.com/ZM8TR7wfu/",2022-05-12 07:50:43
Shankar Mahadevan,Shankar_Live,2311194,106,en,Mumbai,Bollywood musician,http://pbs.twimg.com/profile_images/3741065171/e16e3bf611148304332b574833331a7e_normal.jpeg,https://fb.me/IforIndiaFundraiser,2022-05-12 08:50:20
Kylie Minogue,kylieminogue,2198391,129,en,Global,Pop musician,http://pbs.twimg.com/profile_images/1445291004114919426/LlQrwOcT_normal.jpg,https://Kylie.lnk.to/InfiniteDiscoTW,2022-05-12 05:50:48
